,Word,Valence,Arousal,Dominance
12616,token,5.63,3.09,5.3
12617,tolerable,4.9,4.4,5.73
12618,tolerance,6.43,3.36,5.96
12619,tolerant,5.9,3.09,6
12620,tolerate,6.19,3.14,5.7
12621,toll,3.53,3.95,3.59
12622,tomahawk,4.86,5.19,4.91
12623,tomato,5.8,2.68,5.46
12624,tomatoes,6.25,3.82,5.42
12625,tomb,3.58,4.06,3.3
12626,tombstone,3.14,4.86,3.89
12627,tomcat,5.16,4.74,4.58
12628,tome,5.29,4.6,6.24
12629,ton,5,3.55,5.08
12630,tone,5.47,3.67,5.18
12631,toner,5.11,4.14,5.65
12632,tongs,5,3.25,5.25
12633,tongue,6.29,4.25,6.32
12634,tonic,6.05,4.25,5.51
12635,tool,5.07,3.91,5.98
12636,toolbox,4.7,4.05,6.42
12637,toot,4.74,4,5.53
12638,tooth,5.06,3.52,4.89
12639,toothache,2.32,5.86,2.95
12640,toothbrush,5.58,3.38,6.21
12641,toothless,2.52,4,3.52
12642,toothpaste,5.21,2.86,6.12
12643,toothpick,4.89,3.33,5.96
12644,toots,5.2,5.1,5.15
12645,top,6,4.33,6.25
12646,topaz,5.55,3.87,6.19
12647,topic,5.5,3.2,5.96
12648,topical,5.35,3.29,5.73
12649,topless,5.36,6.61,5.68
12650,topple,4.86,3.21,4.9
12651,topside,4.9,3.36,5.63
12652,torch,4.5,5.12,5.86
12653,torment,2.53,6.17,3.96
12654,tornado,3.63,7.45,2.87
12655,torpedo,3.71,4.48,3.89
12656,torque,5.3,4.9,5.06
12657,torrent,4.86,5,4.61
12658,torrid,3.65,3.45,3.9
12659,torso,5.23,3.85,6
12660,tortoise,5.58,3.32,5.54
12661,torture,1.4,5.09,2.76
12662,toss,5,4.18,5.77
12663,tot,6.36,3.14,5.5
12664,total,5.32,4.25,6.89
12665,tote,5.45,4.25,5.63
12666,totem,5.32,4.78,5.83
12667,touch,6.64,4.9,6.24
12668,touchdown,7.11,4.86,5.91
12669,touchy,4.29,3.88,3.63
12670,tough,4.45,4.24,6
12671,toughen,5.37,4.28,5.94
12672,toupee,4,3.06,4.96
12673,tour,6,4.8,7
12674,tourism,5.35,4.06,5.65
12675,tourist,5.71,3.57,5.05
12676,tournament,6.24,4.08,5.18
12677,tourniquet,4.05,5.05,4.24
12678,tout,5.35,4.58,5.65
12679,tow,5.38,3.75,5.33
12680,towel,6.14,2.9,5.86
12681,tower,5.24,3.86,5.45
12682,towering,4.35,4.12,5
12683,town,5.59,3.81,5.47
12684,townhouse,5.95,4.3,4.57
12685,township,5.35,2.9,5.33
12686,townspeople,5.81,2.91,6.06
12687,toxic,2.35,5.29,4.13
12688,toxicity,2.47,4.6,3.28
12689,toxicology,3.62,3.7,5.17
12690,toxin,2.42,5.52,3.45
12691,toy,7.29,4.29,5.61
12692,toymaker,6.76,3.9,6.2
12693,trace,4.74,2.84,5.95
12694,traceable,4.63,3.61,5.24
12695,tracer,5.05,3.86,5.28
12696,trachea,4.73,4.21,4.38
12697,track,5.78,3.76,4.67
12698,tracker,4.87,4.59,5
12699,tract,4.05,3.45,5.05
12700,traction,5.27,4.17,6.16
12701,tractor,5.05,3.73,5.75
12702,trade,5.91,4.45,6.26
12703,trademark,5,3.72,5.74
12704,trader,5.47,3.5,5.8
12705,tradition,6.09,4.61,6.37
12706,traditional,5.95,3.76,5.43
12707,traffic,2.18,5.25,5.58
12708,traffic light,4.76,4.9,3.67
12709,trafficking,2.55,4.72,4.18
12710,tragedy,2.11,6.8,3.02
12711,tragic,3.52,5.36,4.2
12712,trail,6.15,4,5.42
12713,trailer,4.44,2.85,5.16
12714,train,6.36,4.05,5.72
12715,train set,6.1,3.29,6.21
12716,trainee,5.45,4.16,5.38
12717,trainer,5.16,4,5.25
12718,training,5.19,4.1,6.26
12719,trait,5.44,3.55,5.76
12720,traitor,2.39,4.27,4.73
12721,traitorous,2.32,5.25,4.5
12722,trajectory,4.89,3.33,4.6
12723,tram,4.7,2.42,4.05
12724,tramp,3.3,4.86,3.74
12725,trample,3.73,5,4.76
12726,trampoline,6.23,5.58,6.14
12727,trance,5.24,4,3.18
12728,tranquil,7.11,2.61,5.94
12729,tranquility,7.86,3.64,7.61
12730,tranquilizer,4.86,3.12,4.85
12731,transaction,5.26,3.73,5.58
12732,transatlantic,5,4.84,5.42
12733,transceiver,5,4.22,5.33
12734,transcend,5.75,5,6.47
12735,transcendent,5.14,4.33,4.73
12736,transcript,5.24,3.3,6.28
12737,transcription,5.15,4.13,5.05
12738,transfer,5.29,3.22,5.5
12739,transference,4.4,3.44,4.62
12740,transform,6.05,4.86,6.13
12741,transformation,6.14,5.56,5.42
12742,transformer,6.14,5.16,6.05
12743,transfusion,5,4.45,4.3
12744,transgression,3.9,5.25,5
12745,transient,4.21,4.04,4.21
12746,transistor,4.71,3.9,6
12747,transit,4.52,4.05,5.72
12748,transition,5.43,3.65,4.41
12749,transitional,4.79,4.5,4.86
12750,translate,5.67,2.75,5.55
12751,translation,5.65,4.48,6
12752,translator,5.05,4,4.76
12753,transmission,4.62,3.38,4.7
12754,transmit,4.24,4.39,5.3
12755,transmitter,4.95,3.5,5.25
12756,transparent,5.37,3.45,5.33
12757,transplant,4.6,6.37,4.38
12758,transponder,4.95,3.55,4.68
12759,transport,5.9,3.76,5.79
12760,transportation,6.1,2.38,5.37
12761,transporter,4.84,4.14,5.43
12762,transsexual,3.68,4.23,4.78
12763,transvestite,4.22,5.05,4.5
12764,trap,3.24,4.36,3.78
12765,trapdoor,4.19,5.04,4.54
12766,trapeze,5.57,4.8,4.59
12767,trapper,4.47,3.09,4.22
12768,trash,2.74,3.66,4.24
12769,trashy,2.75,5.75,4.73
12770,trauma,2.89,4.87,2.7
12771,traumatic,2.22,5.5,3.57
12772,travel,7.89,5.55,6.82
12773,traveler,6.39,4.75,5.17
12774,traverse,5,3.6,4.96
12775,travesty,2.85,4.95,3.18
12776,tray,5.14,3.57,6.05
12777,treacherous,2.85,6,3.33
12778,treachery,2.7,5.33,4.8
12779,tread,4.72,3.76,5.3
12780,treadmill,5.19,4.22,5.6
12781,treason,3.05,5.8,3.67
12782,treasure,7.65,6.3,6.04
12783,treasured,7.14,5.16,7.05
12784,treasurer,6.43,4.27,6.5
12785,treasury,5.8,4.29,6.04
12786,treat,6.84,5,6.66
12787,treatable,6.16,3.75,5.85
12788,treatment,5,4.47,4.53
12789,treaty,5.42,3.7,5.62
12790,tree,7.59,2.67,5.62
12791,tremble,3.18,5.32,3.79
12792,tremendous,7,3.54,4.9
12793,tremor,4.26,4.72,3.59
12794,trench,4.43,3.22,4.84
12795,trend,5.33,4.45,4.95
12796,trendy,4.95,4.23,5.83
12797,trespass,3.27,4.79,5
12798,triad,4.32,4.45,5.25
12799,triage,3.81,4.65,5.06
12800,trial,3.28,5.05,3.89
12801,triangle,5.21,3.5,5.06
12802,triangulate,4.9,4,5.76
12803,triathlon,5.05,3.41,6.41
12804,tribal,5.17,4.56,4.58
12805,tribe,5.63,4.29,5.5
12806,tribunal,4.53,3.95,4.74
12807,tribune,4.84,3.78,5.71
12808,tribute,6.44,4.27,5.91
12809,trick,4.89,5.57,3.22
12810,trickery,3.53,5.12,4.57
12811,trickster,3.79,5.37,4.29
12812,tricky,4.78,4.86,5.29
12813,tricycle,6.14,3.62,6.2
12814,trident,5.37,4.36,4.75
12815,trifle,4.8,4.06,4.25
12816,trifling,3.79,3.3,4.3
12817,trig,4.74,3.18,4.36
12818,trigger,4.85,5.85,5.27
12819,trillion,5.85,5.19,5.25
12820,trilogy,5.26,3.67,5.19
12821,trim,4.64,3.38,6.32
12822,trimester,5.11,4.82,5.27
12823,trinket,6.25,4.37,5.92
12824,trio,5.68,3.38,4.7
12825,trip,7,5.33,6.11
12826,tripe,4.1,3.4,4.58
12827,triple,5.86,5.6,4.75
12828,triplicate,4.59,4.16,5.38
12829,tripod,5.23,4.32,5.14
12830,trite,4.27,4.39,5.11
12831,triumph,7.34,5.6,7.5
12832,triumphant,7.45,5.05,6.05
12833,trivia,5.7,3.82,6.19
12834,trivial,4.11,3.82,4.67
12835,troll,4.45,4.54,4.04
12836,trolley,5.67,3,5.55
12837,trombone,5,3.43,6.11
12838,troop,5.58,4.5,4.74
12839,trooper,5.5,4.95,5.14
12840,trophy,6.55,4.35,6.73
12841,tropic,6.91,4.17,5.79
12842,tropical,7.05,4.3,5.62
12843,tropics,7.05,4.74,6.19
12844,trot,5.63,5.1,5.65
12845,trouble,2.87,5.59,4.35
12846,troubled,3.11,4.45,3.83
12847,troublemaker,3.25,5.24,5.29
12848,troublesome,2.74,4.85,5.05
12849,trough,4.19,3.83,4.62
12850,troupe,5.24,3.7,5.62
12851,trousers,5.15,2.89,5.91
12852,trout,5.62,3.85,5.67
12853,truce,6.42,2.86,5.7
12854,truck,5.16,3.76,5.43
12855,trucker,4.62,3.55,5.05
12856,truckload,5.23,4.64,5.55
12857,TRUE,7.51,4.98,7
12858,truffle,6.71,3.5,5.09
12859,trump,4.18,3.33,5.86
12860,trumpet,6.03,4.17,6.02
12861,trunk,5.02,3.51,5.46
12862,trust,7.24,4.3,6.95
12863,trustee,5.84,3.91,4.74
12864,trustworthy,7.25,4.22,7.29
12865,trusty,6.19,4.17,6.14
12866,truth,7.19,3.88,6.95
12867,truthful,7.48,3.71,6.75
12868,try,5.64,4,5.94
12869,tryout,5.53,4.19,5.5
12870,tsunami,2.33,6.29,2.6
12871,tub,6.1,3.8,5.14
12872,tuba,5.58,3.95,5.18
12873,tubby,3.9,3.95,4.64
12874,tube,5.53,3.14,4.68
12875,tuberculosis,2.74,4.48,4.64
12876,tubing,5.11,3.62,5.05
12877,tuck,4.89,3.4,5.21
12878,tug,4.47,4,5.1
12879,tugboat,5.57,3.05,5.15
12880,tuition,3.53,4.41,4.57
12881,tulip,7.25,3.4,5.36
12882,tumble,5.65,4.9,4.52
12883,tumbleweed,5.67,3.25,4.94
12884,tummy,6.05,3.78,5.04
12885,tumor,2.05,5.33,2.5
12886,tuna,5.26,4.14,5.7
12887,tune,7,3.73,5.76
12888,tunic,5.79,3.79,5.65
12889,tunnel,4.48,4.09,4.31
12890,turban,4.23,4.13,5.21
12891,turbine,4.65,5.47,5.71
12892,turbo,5.95,5.62,6.21
12893,turbulence,2.95,6.45,2.67
12894,turbulent,4.17,5.9,4.48
12895,turd,2.5,4.59,3.79
12896,turf,4.62,3.95,5.66
12897,turkey,5.9,3.45,5.59
12898,turmoil,3.65,5.94,4.04
12899,turn,5.45,3.48,5.88
12900,turnaround,5.55,3.43,5.46
12901,turnip,4.63,3.32,6.08
12902,turnoff,2.85,4.26,5.14
12903,turnout,5.23,4.26,5.21
12904,turnover,4.84,4.14,5.26
12905,turnpike,4.89,3.55,4.76
12906,turpentine,4.05,4.1,4.88
12907,turquoise,6.5,4.5,5.32
12908,turret,4.55,4.81,5.71
12909,turtle,6.16,2.52,5.82
12910,turtleneck,5.05,3.41,4.76
12911,tussle,4,5,4.88
12912,tutor,5.9,2.81,6.08
12913,tutoring,5.95,3.35,5.83
12914,tutu,6.19,4.15,5.08
12915,tux,5.91,4.65,5.42
12916,tuxedo,6.24,4.33,5.84
12917,tv,6.05,4.24,5.24
12918,TV,5.42,4.29,6.23
12919,twain,5.63,3.28,5.25
12920,twat,4.32,5.39,3.88
12921,tweak,5.21,4.7,6.3
12922,tweed,4.18,4.09,5.79
12923,tweet,5.37,3.39,5.37
12924,tweezers,4.63,4.64,6.18
12925,twelve,5.32,3.42,5.86
12926,twenty,6.25,3.67,5.14
12927,twerp,4.25,4.23,5.15
12928,twig,5.47,3.18,5.23
12929,twilight,6.24,4.2,4.8
12930,twin,5.81,3.95,4.09
12931,twine,5.35,3.24,5.48
12932,twinge,4.29,4.35,3.96
12933,twinkle,6.26,3.72,5.82
12934,twirl,6.1,5.05,6.52
12935,twist,4.61,4.27,5.95
12936,twister,4.25,6,4.89
12937,twit,4,4.32,4.47
12938,twitch,4.26,5.95,4.26
12939,twitchy,3.75,5,3.59
12940,two,6.3,3.33,5.05
12941,two step,5.95,3.55,5
12942,twosome,6.52,5.2,4.82
12943,tycoon,4.74,4.3,4.62
12944,tyke,5.7,3.83,4.55
12945,type,6.06,2.86,4.89
12946,typewriter,5.44,2.4,5.96
12947,typhoid,2.55,4.62,3.57
12948,typhoon,3.62,5.82,3.38
12949,typical,4.58,3.37,5.4
12950,typist,5.3,4.14,6.15
12951,typo,4.1,4,4.24
12952,tyranny,3.19,5.45,2.67
12953,tyrant,2.9,5.27,3.19
12954,ubiquitous,5.05,3.81,5.32
12955,ugliness,2.75,4.43,3.44
12956,ugly,2.47,4.43,3.86
12957,ukulele,5.26,4.52,5.37
12958,ulcer,2.7,4.76,3.35
12959,ulterior,4.29,4.71,4.32
12960,ultimate,5.74,5.1,5.75
12961,ultimatum,3.65,5.18,4.22
12962,ultrasound,5.14,5.15,4.86
12963,ultraviolet,5.8,3.71,4.82
12964,umbilical,5.52,3.36,4.33
12965,umbrella,5.84,3.5,5.75
12966,umpire,4.19,4.57,4.43
12967,umpteen,4.95,3.86,5.17
12968,unable,2.96,3.61,3.08
12969,unacceptable,3.29,4.43,4.22
12970,unaccounted,4.1,4.22,4.54
12971,unaffected,4.84,3.32,6.45
12972,unafraid,6.43,3.38,6.25
12973,unanimous,5.55,4.24,4.7
12974,unannounced,3.5,5.05,4.27
12975,unanswered,3.1,3.72,3.79
12976,unappreciated,2.65,5,3.58
12977,unarmed,3.74,3.64,4.29
12978,unattached,4.79,3.86,5.04
12979,unattainable,2.75,4.48,4.12
12980,unattended,3.76,3.68,3.82
12981,unattractive,2.37,4.3,3.47
12982,unauthorized,4.11,4.39,3.94
12983,unavailable,3.52,3.85,3.67
12984,unavoidable,4.14,4.32,3.78
12985,unaware,3.89,4.1,3.85
12986,unbalanced,3.1,4.74,3.21
12987,unbearable,2.1,5.76,3.38
12988,unbeatable,5.53,5.25,6.42
12989,unbecoming,3.32,4.73,4.36
12990,unbelievable,5.57,5.4,5.37
12991,unborn,4.86,5.28,3.95
12992,unbreakable,6.58,4.1,6.13
12993,unbridled,4.63,4.45,5
12994,unbutton,5,5.95,5.48
12995,uncalled,3.86,3.3,3.65
12996,uncanny,5,4.71,5.03
12997,uncertain,3.6,4.45,3.58
12998,uncertainty,3.3,5.27,4.1
12999,unchanged,5,2.68,4.5
13000,uncharted,5.44,5.1,5
13001,uncivilized,3.79,4.95,4.12
13002,uncle,6.5,4.05,5.24
13003,unclean,2.95,4.12,4.19
13004,unclear,3.67,4.19,4.12
13005,uncomfortable,2.7,5.5,3.68
13006,uncommon,5.35,3.2,4.86
13007,uncomplicated,6.33,3.58,6.68
13008,uncompromising,3.95,5.17,4.88
13009,unconditional,6.6,4.1,5.72
13010,unconfirmed,4.72,4.43,3.37
13011,unconscious,3.81,4.55,2.81
13012,uncontrollable,3.84,5.81,2.18
13013,unconventional,5.71,4.8,4.62
13014,uncooperative,2.86,4.8,3.6
13015,uncouth,3.79,4.14,4
13016,uncover,4.89,3.55,6.5
13017,uncut,4.84,3.61,4.76
13018,undead,3.64,5.27,5
13019,undefeated,6.21,4.32,7.04
13020,undeniable,5.4,3.5,4.68
13021,underage,4.1,3.76,4.28
13022,underbelly,4.42,3.74,5.11
13023,undercover,5.58,3.73,4.96
13024,underdog,5.1,5.38,4.08
13025,underestimate,4.35,4.48,5.08
13026,undergo,3.9,3.88,4.68
13027,undergraduate,5,3.95,6.2
13028,underground,4.7,4.24,5.1
13029,underhanded,3.53,4.33,3.18
13030,underlay,4.64,3.05,4.68
13031,underlying,4.87,4.7,4.72
13032,undermine,3.05,4.21,4.6
13033,underpants,5.18,5.08,5.75
13034,underprivileged,3,3.89,3.35
13035,underrated,5.53,4.64,5.38
13036,undersea,6.38,4.45,3.91
13037,undersecretary,4.71,2.86,4.48
13038,understaffed,4.14,3.95,4.39
13039,understand,6.68,3.52,6.71
13040,understandable,6.5,3.48,6.67
13041,understanding,7.14,3.09,7.31
13042,understatement,5.42,4.61,4.84
13043,understudy,5,4.13,4.29
13044,undertake,4.21,4.22,5.21
13045,undertaker,3.86,3.82,3.86
13046,undertaking,4.74,3.28,5.53
13047,undertow,4.05,4.46,3.89
13048,underwear,5.35,4.46,5.7
13049,underworld,3.94,5.14,4.26
13050,undesirable,3,4,3.75
13051,undetectable,5,4.3,4.42
13052,undetected,4.68,3.77,4.19
13053,undetermined,3.67,3.7,3.86
13054,undignified,3.25,4.41,4.53
13055,undiscovered,6,3.83,4.62
13056,undisputed,5.58,4.13,5.53
13057,undisturbed,6.4,2.59,6.56
13058,undivided,5.79,3.52,5.17
13059,undo,5.35,3.52,6.44
13060,undress,6.14,5.96,5.37
13061,undressed,6,5.35,5.65
13062,undue,4.05,3.53,4.24
13063,undying,5.35,4.75,5.27
13064,uneasy,2.86,4.48,3.82
13065,uneducated,3,3.9,5.28
13066,unemployed,2.67,5.26,3.38
13067,unemployment,2.32,5.59,2.95
13068,unending,3.16,4.36,4.77
13069,unethical,2.19,4.25,5.32
13070,uneven,4.45,3.43,3.54
13071,uneventful,4.58,2.56,4.76
13072,unexpected,4.68,5.1,3.39
13073,unexplainable,5,3.94,3.76
13074,unexplained,4.6,4.86,4.12
13075,unexplored,5.77,5.86,5.47
13076,unfair,3.15,3.75,4
13077,unfaithful,2.33,5.59,4.44
13078,unfamiliar,4.14,5.18,4
13079,unfeeling,2.79,3.61,4.42
13080,unfinished,4.24,3.36,5
13081,unfit,2.95,3.77,4.22
13082,unfold,4.23,3.87,5.63
13083,unforeseen,4.5,4,3.08
13084,unforgettable,6.73,5.84,5.86
13085,unforgivable,2.33,6.25,3.56
13086,unforgiving,2.41,4.81,4.29
13087,unfortunate,3.33,3.52,4.21
13088,unfounded,4.18,3.96,4.57
13089,unfreeze,4.29,3.41,4.35
13090,unfriendly,2.3,4.05,4.45
13091,unglued,4.1,4.12,3.95
13092,ungodly,3.5,5.27,4.73
13093,ungrateful,2.68,4.71,4.74
13094,unguarded,4.45,4.33,4.32
13095,unhand,4.11,3.78,4.68
13096,unhappiness,1.89,4.41,2.96
13097,unhappy,1.84,5.1,3.71
13098,unharmed,6.78,2.45,6.5
13099,unhealthy,2.55,4.36,5.11
13100,unheard,4.16,3.18,3.54
13101,unholy,4.08,5.16,4.1
13102,unhook,4.55,3.31,5.75
13103,unicorn,6.86,5.14,5.14
13104,unidentified,4.52,4.89,3.62
13105,unification,6.1,4.33,6.14
13106,unified,6.42,3.57,5.3
13107,uniform,4.37,3.55,4.67
13108,uniformed,4.42,4.25,4.5
13109,unimaginable,4.23,4.65,4.46
13110,unimportant,4.42,3.52,5.32
13111,uninhabited,5.45,3.56,3.79
13112,unintelligible,3.6,3.81,3.4
13113,unintentional,5.25,3.52,3.29
13114,uninterrupted,5.35,3.32,6.74
13115,uninvited,3.35,4.38,3.76
13116,union,5.85,4.05,5.68
13117,unique,7.32,4,6.43
13118,unisex,5.78,4.95,4.36
13119,unison,5.76,3.43,6.22
13120,unit,5.29,3.33,5.18
13121,unite,6.4,3.19,6.85
13122,unity,6.67,4.8,6.66
13123,universal,6.59,4.87,5.53
13124,universe,6.81,3.91,3.7
13125,university,6.95,4.24,5.7
13126,unjust,3.16,6.33,3.05
13127,unkind,2.55,4.24,4.84
13128,unknown,4.85,4.71,3.79
13129,unlawful,2.73,4.46,4.87
13130,unleash,4.6,5.14,5.68
13131,unlikely,3.85,3.82,4.81
13132,unlimited,6.16,4.52,6.61
13133,unlisted,4.21,3.73,5
13134,unload,5.21,3.24,4.75
13135,unlock,5.55,3.2,6.73
13136,unlucky,2.7,4.62,4.15
13137,unmanned,5.28,3.33,4.05
13138,unmarked,5.5,2.77,4
13139,unmarried,4.72,5.32,6.08
13140,unmistakable,6.1,4.33,5.86
13141,unmitigated,4.75,4.19,4.94
13142,unnamed,4.38,4.05,4.65
13143,unnatural,4.53,5.52,3.78
13144,unnecessary,4.62,3.79,4.16
13145,unnoticed,4.32,3.28,4.25
13146,unofficial,4.45,3.59,5.22
13147,unopened,5.63,3.32,5.18
13148,unorthodox,5.38,3.45,5.32
13149,unpack,5.29,2.9,5.45
13150,unpaid,2.58,5.62,3.35
13151,unparalleled,5.37,3.85,5.65
13152,unpleasant,2.53,4.73,3.54
13153,unpleasantness,2.59,4.36,3.42
13154,unplug,4.8,3.25,5.59
13155,unplugged,4.29,3.25,4.95
13156,unpopular,2.95,4.25,3.48
13157,unprecedented,5.29,4.32,4.78
13158,unpredictable,4.52,4.8,3.9
13159,unprepared,3.11,5.09,3.75
13160,unprofessional,2.71,4.71,3.64
13161,unprotected,3.48,5.35,3.12
13162,unprovoked,4.95,3.62,4.36
13163,unpunished,4.5,5.27,5.36
13164,unqualified,3.48,4.67,4
13165,unquote,5.21,3,4.62
13166,unravel,4.39,4.16,3.84
13167,unreachable,3,3.4,3.5
13168,unreal,4.57,4.9,4.38
13169,unrealistic,3.55,4.39,3.91
13170,unreasonable,3.85,5,5.11
13171,unrelated,4.53,3.18,4.12
13172,unrelenting,3.53,4.86,5.18
13173,unreliable,2.74,4.29,4.22
13174,unremarkable,4.42,3.52,5.53
13175,unrequited,3.79,4.23,3.74
13176,unresolved,3.05,4.61,3.32
13177,unresponsive,2.95,3.94,3.36
13178,unrest,2.63,4.91,3.54
13179,unromantic,2.74,3.55,4.16
13180,unruly,3.39,4.41,4.41
13181,unsafe,2.84,5.17,4
13182,unsanitary,1.79,4.95,2.75
13183,unsatisfied,2.81,4.61,3.9
13184,unsavory,3.05,4.35,3.48
13185,unscheduled,3.74,5.14,3.74
13186,unscrew,4.94,3.2,5.28
13187,unscrupulous,3.2,4.67,4.04
13188,unseen,4.38,4.3,4.71
13189,unselfish,6.84,3.3,6.7
13190,unsolicited,4,3.73,4.22
13191,unsolved,4,5.48,3.48
13192,unsound,4.55,4.05,4.65
13193,unspeakable,3.8,3.9,3.73
13194,unspoken,5.63,3.55,5.55
13195,unstable,3.43,5.05,3.75
13196,unstoppable,5.84,4.82,6.5
13197,unsuccessful,2.33,3.36,3.21
13198,unsuitable,4,4,4.47
13199,unsupervised,5.55,4.36,5.95
13200,unsure,3.37,4.55,3.64
13201,unsuspecting,3.95,3.55,4.05
13202,unsympathetic,3.35,4.3,4.94
13203,untamed,5.89,4.3,4.64
13204,unthinkable,4,4.32,3.8
13205,untidy,3.58,3.67,4.35
13206,untie,4.95,2.8,5.18
13207,untimely,3.53,4.4,4.25
13208,untold,4.95,4.7,4.92
13209,untouchable,4.25,4.7,5.3
13210,untouched,5.24,3.52,4.81
13211,untraceable,4.85,3.62,5.16
13212,untrained,3.95,4.57,3.85
13213,untroubled,6.21,3.02,6.14
13214,untrue,3.45,4.14,5.12
13215,untrustworthy,2.67,4.8,4.22
13216,unturned,4.91,3.84,5.19
13217,unused,4.75,3,5.32
13218,unusual,5.81,4.15,4.55
13219,unveil,5.61,3.89,5.36
13220,unwanted,2.71,5.1,3.57
13221,unwed,4.8,4.52,5.64
13222,unwelcome,3.5,4.39,3.24
13223,unwell,3.25,4,3.82
13224,unwilling,3.25,4.64,4.5
13225,unwind,5.9,3.62,5.56
13226,unwise,3.84,4.52,4.95
13227,unworthy,2.79,4.24,3.45
13228,unwrap,5.48,4.29,6.35
13229,unwritten,4.21,3.24,5.1
13230,unzip,5.32,4.22,6.24
13231,upbeat,7.14,4.92,7.5
13232,upbringing,6.32,4.27,4.68
13233,upcoming,6.63,4.5,5.25
13234,update,5.85,3.89,5.71
13235,upgrade,7.11,4.14,6.7
13236,uphold,5.25,3.89,6.39
13237,upholstery,5.32,3.12,5.61
13238,upkeep,5.14,4.44,6.05
13239,uplifting,6.95,4.7,6.75
13240,uplink,5.35,4.05,5.5
13241,upload,6.6,3.6,6.84
13242,upper,5.7,3.52,6.33
13243,uppercut,4.55,5.48,5.57
13244,uppity,4.65,4.74,5.43
13245,upright,5.11,3.29,6.11
13246,uprising,4.33,5.65,5
13247,uproar,4.21,5.48,4.63
13248,upscale,5.45,3.82,6.16
13249,upset,2.45,4.49,4.3
13250,upstanding,6.05,3.3,6.95
13251,upstart,4.6,4.45,6.11
13252,uptight,3.16,4.09,4.54
13253,upward,5.81,4.43,5.5
13254,uranium,4.1,3.96,3.92
13255,urban,4.95,4.41,4.5
13256,urchin,4.73,4,4.68
13257,urge,5.11,5.29,4.5
13258,urgency,5.05,6.25,5
13259,urgent,4.21,5.71,5.35
13260,urinal,2.8,3.62,4.12
13261,urinate,4.14,3.95,4.95
13262,urination,3.62,4.4,5
13263,urine,2.9,4.38,4.55
13264,urn,3.37,2.9,4.15
13265,usable,5.58,3.43,6.11
13266,usage,5.1,2.5,6.04
13267,use,5.18,4.19,5
13268,useful,7.1,3.82,6.81
13269,usefulness,5.4,4.5,5.95
13270,useless,2.8,4.39,4.65
13271,user,3.67,3.21,5.56
13272,usher,5.39,3.95,5.8
13273,usual,5.48,3.2,6.58
13274,utensil,5.36,2.95,6.62
13275,uterus,4.79,4.82,5.23
13276,utility,4.82,4.22,5.3
13277,utilize,5.26,4.33,6.25
13278,utmost,6.81,3.1,5.59
13279,utter,4.76,3.9,5.33
13280,vacancy,5.05,3.68,5.21
13281,vacant,4.64,2.86,5.4
13282,vacate,4.1,4.9,4.67
13283,vacation,8.53,5.22,7.11
13284,vaccination,4.56,4.62,5.2
13285,vaccine,6.48,6.45,5
13286,vacuum,5.38,4.63,6.52
13287,vagabond,3.32,4.55,3.83
13288,vagina,6,5.83,5.07
13289,vaginal,5.67,5.71,4.64
13290,vagrancy,3.43,5.72,4.32
13291,vagrant,2.63,3.82,3.92
13292,vague,4.29,3.61,4.19
13293,valance,5.05,3.73,5.86
13294,vale,5.32,3,5.16
13295,valedictorian,6.32,4.43,6.88
13296,valentine,6.4,4.79,6.29
13297,valet,5.14,4.29,6.1
13298,valiant,6.21,4.9,6.17
13299,valid,6.05,4,6.64
13300,validate,6.5,4.05,5.71
13301,validation,5.7,4.2,6.44
13302,validity,5.38,2.73,6.56
13303,valium,4.64,2.67,3.86
13304,valley,6.22,2.7,5.12
13305,valor,5.57,3.67,6.7
13306,valuable,7.17,3.85,6.04
13307,valuables,5.91,5.05,6.47
13308,value,7.18,5.79,6.24
13309,valve,5.1,3.84,6.12
13310,vamoose,4.38,4.86,5.12
13311,vamp,5,5.3,4.1
13312,vampire,4.05,5.17,3.6
13313,van,4.43,4.35,5.35
13314,vandal,2.32,4.84,3.25
13315,vandalism,1.9,4.67,3.45
13316,vanguard,5.17,3.2,4.8
13317,vanilla,7.42,3.62,5.74
13318,vanish,3.86,5.05,4.33
13319,vanishing,3.56,4.74,4.36
13320,vanity,4.46,3.77,5.45
13321,vanquish,4.72,5.05,5.29
13322,vanquished,4.18,5.52,4.53
13323,vanquishing,5.29,4.4,5.1
13324,vantage,5.95,3.15,5.73
13325,vapor,4.68,3.24,5.32
13326,variable,5.29,3.65,5.21
13327,variation,5.53,3.9,5.57
13328,variety,6.41,5.16,5.76
13329,various,5.52,3.82,4.86
13330,varmint,3.65,4.56,4.12
13331,varnish,4.89,3.43,5.45
13332,varsity,5.36,3.55,6
13333,vary,4.5,3.59,5.75
13334,varying,5.35,5.3,4.58
13335,vascular,3.89,4.55,4.88
13336,vase,5.77,3.57,6.11
13337,vasectomy,4.83,5.79,4.44
13338,vassal,4.89,3.82,5.5
13339,vast,5.68,4.71,5.45
13340,vat,4.61,3.25,4.96
13341,vault,5.84,2.86,5.25
13342,veal,4.81,3.86,4.8
13343,vector,4.57,3.52,4.8
13344,veer,4.63,4.2,4.57
13345,vegan,4.42,3.11,5.33
13346,vegetable,6.79,3.75,5.17
13347,vegetarian,5.25,3.45,6
13348,vegetation,6.19,3.8,5.67
13349,vegetative,3.48,3.37,3.64
13350,veggie,6.47,3.09,6.24
13351,vehicle,6,4.68,5.8
